id,xval,yval
0,134,0.5348540737727319
1,965,0.9949699156488472
2,510,0.9996655453480984
3,647,0.44176368638914143
4,704,0.12763533180579012
5,28,0.8122366290380129
6,327,0.018161303404352958
7,34,0.18574669786037334
8,175,0.5383196472080171
9,818,0.9092682751372734
10,687,0.3008756266374054
11,367,0.9548328696345816
12,707,0.47117680460955136
13,173,0.6438528397649967
14,610,0.9532918976219898
15,726,0.7125532176537623
16,547,0.2653437036249089
17,857,0.5577180786563568
18,89,0.1875558464119148
19,31,0.02079692340951067
20,879,0.3406261527032771
21,175,0.17303433138417745
22,802,0.9501231262496783
23,147,0.6732570233372396
24,566,0.409730644272319
25,106,0.038909033197166876
26,189,0.31338531232747824
27,495,0.7799715892120737
28,849,0.35338239193426335
29,924,0.7068341513566442
30,535,0.8318105127265024
31,73,0.7010521194089221
32,709,0.11635104334877211
33,201,0.7060752585257372
34,381,0.044478555138408815
35,590,0.04432599241079749
36,57,0.9987729149360757
37,365,0.12300301410736503
38,846,0.8706413709522096
39,219,0.941612008330334
40,858,0.1310217576036632
41,636,0.9498444063504742
42,798,0.7515276463978512
43,149,0.855973734061487
44,296,0.3496654882279763
45,793,0.08735850837904169
46,405,0.15122932046192328
47,851,0.8267924533680813
48,770,0.28947606323092756
49,312,0.4158793151463217
50,820,0.7182829977592342
51,877,0.9729467112427669
52,358,0.5576053556529734
53,831,0.721823566960215
54,507,0.21385883416952745
55,550,0.44871163570602945
56,132,0.014490285652533297
57,163,0.932480665827148
58,133,0.7710534810545022
59,476,0.5580600384792542
60,290,0.3856976491659537
61,129,0.31960302015878705
62,845,0.9724726243465721
63,693,0.732607164736317
64,930,0.033124425334719265
65,624,0.015587547255414558
66,625,0.7535048831381894
67,519,0.3405040224931474
68,436,0.4022273202577974
69,665,0.44344459565981353
70,163,0.3472397458357106
71,935,0.769070491314863
72,958,0.2785639814564752
73,255,0.18994922089848798
74,895,0.9207951953037837
75,791,0.4011573121466254
76,838,0.7007243700913899
77,890,0.015602477088915379
78,996,0.13442143328534095
79,700,0.542553307311573
80,269,0.3022423660411079
81,686,0.0932095639724767
82,594,0.8599748244682378
83,929,0.9422957386862303
84,203,0.3177461626306666
85,637,0.40196780366176266
86,188,0.380300059101923
87,622,0.05525370196692625
88,986,0.22369692440199462
89,979,0.7361909238811795
90,330,0.08050762043919968
91,202,0.929143675599296
92,895,0.21964059706990335
93,126,0.29668547904279197
94,515,0.21504250397871816
95,686,0.8763825038720837
96,177,0.24238989277343925
97,107,0.4545337969532234
98,31,0.49170476033884414
99,680,0.6132446789154872
100,861,0.5490560471775966
101,243,0.5397277868627696
102,193,0.08941633343796751
103,106,0.01824733351098784
104,494,0.19469443457333135
105,741,0.8044324355764148
106,384,0.06523235799536675
107,100,0.6671269333852582
108,468,0.24299357686422363
109,146,0.9223970152482714
110,881,0.23846038652972168
111,379,0.7802329981684547
112,693,0.8154476496766039
113,635,0.5355264436051365
114,499,0.9002788494657101
115,54,0.5884877557467973
116,487,0.3709759814974306
117,794,0.881807596659552
118,674,0.343197074694085
119,617,0.19399848562862754
120,168,0.9338072146913292
121,917,0.1551764509710788
122,101,0.9802689144153829
123,747,0.5334214247418013
124,606,0.24028744754709397
125,774,0.6468922908012619
126,597,0.9049204302382322
127,733,0.15375606519080098
128,28,0.6911933428623379
129,440,0.34015235453081205
130,55,0.8459659159030758
131,537,0.5564972163095399
132,751,0.5413311087450524
133,525,0.14737266751822053
